words,pos,chunk,labels,sentence_id
used,_,O,O,598
to,_,O,O,598
burnish,_,O,O,598
the,_,O,O,598
image,_,O,O,598
of,_,O,O,598
internal,_,O,O,598
auditors,_,O,O,598
and,_,O,O,598
",",_,O,O,598
more,_,O,O,598
importantly,_,O,O,598
",",_,O,O,598
the,_,O,O,598
management,_,O,O,598
team,_,O,O,598
.,_,O,O,598
Rather,_,O,O,599
than,_,O,O,599
monitoring,_,O,O,599
managers,_,O,O,599
",",_,O,O,599
the,_,O,O,599
CAEs,_,O,B-THE,599
team,_,O,O,599
up,_,O,O,599
with,_,O,O,599
them,_,O,O,599
.,_,O,O,599
Our,_,O,O,600
findings,_,O,O,600
cast,_,O,O,600
doubts,_,O,O,600
on,_,O,O,600
the,_,O,O,600
conceptualization,_,O,O,600
of,_,O,O,600
internal,_,O,O,600
audit,_,O,O,600
as,_,O,O,600
the,_,O,O,600
independent,_,O,B-THE,600
third,_,O,I-THE,600
line,_,O,I-THE,600
of,_,O,O,600
defense,_,O,O,600
envisioned,_,O,O,600
to,_,O,O,600
be,_,O,O,600
a,_,O,O,600
keystone,_,O,O,600
of,_,O,O,600
the,_,O,O,600
governance,_,O,B-THE,600
mosaic,_,O,I-THE,600
.,_,O,O,600
This,_,O,O,601
study,_,O,O,601
supports,_,O,O,601
other,_,O,O,601
research,_,O,O,601
that,_,O,O,601
questions,_,O,O,601
the,_,O,O,601
effectiveness,_,O,O,601
of,_,O,O,601
internal,_,O,O,601
auditing,_,O,O,601
as,_,O,O,601
a,_,O,O,601
governance,_,O,B-THE,601
mechanism,_,O,I-THE,601
.,_,O,O,601
It,_,O,O,602
also,_,O,O,602
contributes,_,O,O,602
to,_,O,O,602
the,_,O,O,602
impression,_,O,B-THE,602
management,_,O,I-THE,602
literature,_,O,I-THE,602
by,_,O,O,602
exposing,_,O,O,602
impression,_,O,B-THE,602
management,_,O,I-THE,602
practices,_,O,I-THE,602
that,_,O,O,602
occur,_,O,O,602
through,_,O,O,602
a,_,O,O,602
private,_,O,O,602
reporting,_,O,O,602
channel—the,_,O,O,602
internal,_,O,B-THE,602
audit,_,O,I-THE,602
function,_,O,I-THE,602
’,_,O,O,602
s,_,O,O,602
annual,_,O,O,602
accountability,_,O,O,602
to,_,O,O,602
the,_,O,O,602
audit,_,O,O,602
committee,_,O,O,602
.,_,O,O,602
Last,_,O,O,603
but,_,O,O,603
not,_,O,O,603
least,_,O,O,603
",",_,O,O,603
significant,_,O,O,603
ethical,_,O,O,603
concerns,_,O,O,603
are,_,O,O,603
raised,_,O,O,603
in,_,O,O,603
regard,_,O,O,603
to,_,O,O,603
internal,_,O,O,603
audit,_,O,O,603
",",_,O,O,603
and,_,O,O,603
research,_,O,O,603
is,_,O,O,603
urged,_,O,O,603
in,_,O,O,603
that,_,O,O,603
area,_,O,O,603
.,_,O,O,603
©,_,O,O,603
2016,_,O,O,603
",",_,O,O,603
Springer,_,O,O,603
Science,_,O,O,603
=+,_,O,O,603
Business,_,O,O,603
Media,_,O,O,603
Dordrecht,_,O,O,603
.,_,O,O,603
Sarbanes–Oxley,_,O,O,604
Section,_,O,O,604
406,_,O,O,604
requires,_,O,O,604
a,_,O,O,604
code,_,O,B-THE,604
of,_,O,I-THE,604
ethics,_,O,I-THE,604
for,_,O,O,604
top,_,O,O,604
financial,_,O,O,604
and,_,O,O,604
accounting,_,O,O,604
officers,_,O,O,604
in,_,O,O,604
public,_,O,O,604
companies,_,O,O,604
.,_,O,O,604
The,_,O,O,605
objective,_,O,O,605
of,_,O,O,605
this,_,O,O,605
research,_,O,O,605
is,_,O,O,605
to,_,O,O,605
discover,_,O,O,605
the,_,O,O,605
impact,_,O,O,605
of,_,O,O,605
a,_,O,O,605
financial,_,O,B-THE,605
code,_,O,I-THE,605
of,_,O,I-THE,605
ethics,_,O,I-THE,605
on,_,O,O,605
firm,_,O,O,605
behavior,_,O,O,605
.,_,O,O,605
We,_,O,O,606
performed,_,O,O,606
a,_,O,O,606
longitudinal,_,O,B-THE,606
tracking,_,O,I-THE,606
of,_,O,O,606
firm,_,O,O,606
adoption,_,O,O,606
of,_,O,O,606
a,_,O,O,606
financial,_,O,B-THE,606
code,_,O,I-THE,606
of,_,O,I-THE,606
ethics,_,O,I-THE,606
starting,_,O,O,606
in,_,O,O,606
2005,_,O,O,606
.,_,O,O,606
We,_,O,O,607
checked,_,O,O,607
these,_,O,O,607
companies,_,O,O,607
’,_,O,O,607
codes,_,O,O,607
again,_,O,O,607
in,_,O,O,607
2011,_,O,O,607
to,_,O,O,607
confirm,_,O,O,607
their,_,O,O,607
continued,_,O,O,607
implementation,_,O,O,607
.,_,O,O,607
Financial,_,O,B-THE,608
restatements,_,O,I-THE,608
were,_,O,O,608
used,_,O,O,608
as,_,O,O,608
a,_,O,O,608
dependent,_,O,O,608
variable,_,O,O,608
to,_,O,O,608
measure,_,O,O,608
improved,_,O,O,608
financial,_,O,B-THE,608
reporting,_,O,I-THE,608
after,_,O,O,608
the,_,O,O,608
adoption,_,O,O,608
of,_,O,O,608
the,_,O,O,608
financial,_,O,B-THE,608
codes,_,O,I-THE,608
.,_,O,O,608
The,_,O,O,609
results,_,O,O,609
confirm,_,O,O,609
that,_,O,O,609
the,_,O,O,609
adoption,_,O,O,609
of,_,O,O,609
a,_,O,O,609
financial,_,O,O,609
code,_,O,O,609
of,_,O,O,609
ethics,_,O,O,609
improves,_,O,O,609
the,_,O,O,609
integrity,_,O,O,609
of,_,O,O,609
financial,_,O,B-THE,609
reporting,_,O,I-THE,609
.,_,O,O,609
©,_,O,O,609
2016,_,O,O,609
",",_,O,O,609
Springer,_,O,O,609
Science,_,O,O,609
=+,_,O,O,609
Business,_,O,O,609
Media,_,O,O,609
Dordrecht,_,O,O,609
.,_,O,O,609
This,_,O,O,610
study,_,O,O,610
empirically,_,O,O,610
analyses,_,O,O,610
the,_,O,O,610
exclusion,_,O,O,610
of,_,O,O,610
companies,_,O,O,610
from,_,O,O,610
investors,_,O,O,610
’,_,O,O,610
investment,_,O,O,610
universe,_,O,O,610
due,_,O,O,610
to,_,O,O,610
a,_,O,O,610
company,_,O,O,610
’,_,O,O,610
s,_,O,O,610
business,_,O,O,610
model,_,O,O,610
(,_,O,O,610
sector-based,_,O,B-THE,610
exclusion,_,O,I-THE,610
),_,O,O,610
or,_,O,O,610
due,_,O,O,610
to,_,O,O,610
a,_,O,O,610
company,_,O,O,610
’,_,O,O,610
s,_,O,O,610
violations,_,O,O,610
of,_,O,O,610
international,_,O,B-THE,610
norms,_,O,I-THE,610
(,_,O,O,610
norm-based,_,O,B-THE,610
exclusion,_,O,I-THE,610
),_,O,O,610
.,_,O,O,610
We,_,O,O,611
conduct,_,O,O,611
a,_,O,O,611
time-series,_,O,B-THE,611
analysis,_,O,I-THE,611
of,_,O,O,611
the,_,O,O,611
performance,_,O,O,611
implications,_,O,O,611
of,_,O,O,611
the,_,O,O,611
exclusion,_,O,O,611
decisions,_,O,O,611
of,_,O,O,611
two,_,O,O,611
leading,_,O,O,611
Nordic,_,O,B-THE,611
investors,_,O,I-THE,611
",",_,O,O,611
Norway,_,O,O,611
’,_,O,O,611
s,_,O,O,611
Government,_,O,B-THE,611
Pension,_,O,I-THE,611
Fund-Global,_,O,I-THE,611
(,_,O,O,611
GPFG,_,O,B-THE,611
),_,O,O,611
and,_,O,O,611
Sweden,_,O,O,611
’,_,O,O,611
s,_,O,O,611
AP-funds,_,O,O,611
.,_,O,O,611
We,_,O,O,612
find,_,O,O,612
that,_,O,O,612
their,_,O,O,612
portfolios,_,O,O,612
of,_,O,O,612
excluded,_,O,O,612
companies,_,O,O,612
do,_,O,O,612
not,_,O,O,612
generate,_,O,O,612
an,_,O,O,612
abnormal,_,O,B-THE,612
return,_,O,I-THE,612
relative,_,O,O,612
to,_,O,O,612
the,_,O,O,612
funds,_,O,O,612
’,_,O,O,612
benchmark,_,O,B-THE,612
index,_,O,I-THE,612
.,_,O,O,612
While,_,O,O,613
the,_,O,O,613
exclusion,_,O,O,613
portfolios,_,O,O,613
show,_,O,O,613
higher,_,O,O,613
risk,_,O,O,613
than,_,O,O,613
the,_,O,O,613
respective,_,O,B-THE,613
benchmark,_,O,I-THE,613
",",_,O,O,613
this,_,O,O,613
difference,_,O,O,613
is,_,O,O,613
only,_,O,O,613
statistically,_,O,O,613
significant,_,O,O,613
for,_,O,O,613
the,_,O,O,613
case,_,O,O,613
of,_,O,O,613
GPFG,_,O,B-THE,613
.,_,O,O,613
These,_,O,O,614
findings,_,O,O,614
suggest,_,O,O,614
that,_,O,O,614
the,_,O,O,614
exclusion,_,O,O,614
of,_,O,O,614
the,_,O,O,614
companies,_,O,O,614
generally,_,O,O,614
does,_,O,O,614
not,_,O,O,614
harm,_,O,O,614
funds,_,O,O,614
’,_,O,O,614
performance,_,O,O,614
.,_,O,O,614
We,_,O,O,615
interpret,_,O,O,615
these,_,O,O,615
findings,_,O,O,615
as,_,O,O,615
indicative,_,O,O,615
that,_,O,O,615
with,_,O,O,615
exclusionary,_,O,B-THE,615
screening,_,O,I-THE,615
",",_,O,O,615
as,_,O,O,615
practiced,_,O,O,615
by,_,O,O,615
the,_,O,O,615
sample,_,O,O,615
funds,_,O,O,615
",",_,O,O,615
asset,_,O,O,615
owners,_,O,O,615
can,_,O,O,615
meet,_,O,O,615
the,_,O,O,615
ethical,_,O,O,615
objectives,_,O,O,615
of,_,O,O,615
their,_,O,O,615
beneficiaries,_,O,O,615
without,_,O,O,615
compromising,_,O,O,615
financial,_,O,B-THE,615
returns,_,O,I-THE,615
.,_,O,O,615
©,_,O,O,615
2016,_,O,O,615
",",_,O,O,615
The,_,O,O,615
Author,_,O,O,615
(,_,O,O,615
s,_,O,O,615
),_,O,O,615
.,_,O,O,615
A,_,O,O,616
growing,_,O,O,616
body,_,O,O,616
of,_,O,O,616
research,_,O,O,616
reveals,_,O,O,616
that,_,O,O,616
abusive,_,O,B-THE,616
supervision,_,O,I-THE,616
may,_,O,O,616
have,_,O,O,616
negative,_,O,O,616
impacts,_,O,O,616
in,_,O,O,616
organizations,_,O,O,616
.,_,O,O,616
The,_,O,O,617
purpose,_,O,O,617
of,_,O,O,617
the,_,O,O,617
present,_,O,O,617
study,_,O,O,617
is,_,O,O,617
to,_,O,O,617
expand,_,O,O,617
the,_,O,O,617
knowledge,_,O,O,617
regarding,_,O,O,617
the,_,O,O,617
impacts,_,O,O,617
of,_,O,O,617
this,_,O,O,617
dysfunctional,_,O,B-THE,617
leadership,_,O,I-THE,617
behavior,_,O,I-THE,617
by,_,O,O,617
examining,_,O,O,617
its,_,O,O,617
relationship,_,O,O,617
with,_,O,O,617
innovation,_,O,B-THE,617
in,_,O,O,617
work,_,O,O,617
teams,_,O,O,617
.,_,O,O,617
Specifically,_,O,O,618
",",_,O,O,618
we,_,O,O,618
investigate,_,O,O,618
the,_,O,O,618
process,_,O,O,618
through,_,O,O,618
which,_,O,O,618
abusive,_,O,O,618
supervision,_,O,O,618
may,_,O,O,618
undermine,_,O,O,618
team,_,O,B-THE,618
innovation,_,O,I-THE,618
by,_,O,O,618
taking,_,O,O,618
into,_,O,O,618
account,_,O,O,618
the,_,O,O,618
mediating,_,O,O,618
role,_,O,O,618
of,_,O,O,618
team,_,O,B-THE,618
proactive,_,O,I-THE,618
behavior,_,O,O,618
.,_,O,O,618
Moreover,_,O,O,619
",",_,O,O,619
we,_,O,O,619
propose,_,O,O,619
a,_,O,O,619
boundary,_,O,B-THE,619
condition,_,O,I-THE,619
of,_,O,O,619
the,_,O,O,619
negative,_,O,O,619
effect,_,O,O,619
of,_,O,O,619
abusive,_,O,B-THE,619
supervision,_,O,I-THE,619
by,_,O,O,619
considering,_,O,O,619
leader–members,_,O,B-THE,619
interdependence,_,O,I-THE,619
as,_,O,O,619
a,_,O,O,619
moderator,_,O,O,619
.,_,O,O,619
Using,_,O,O,620
a,_,O,O,620
multisource,_,O,B-THE,620
approach,_,O,I-THE,620
",",_,O,O,620
data,_,O,O,620
were,_,O,O,620
gathered,_,O,O,620
from,_,O,O,620
394,_,O,O,620
members,_,O,O,620
and,_,O,O,620
82,_,O,O,620
immediate,_,O,O,620
supervisors,_,O,O,620
(,_,O,O,620
which,_,O,O,620
represent,_,O,O,620
82,_,O,O,620
work,_,O,B-THE,620
teams,_,O,I-THE,620
),_,O,O,620
in,_,O,O,620
a,_,O,O,620
public,_,O,O,620
safety,_,O,O,620
organization,_,O,O,620
.,_,O,O,620
Results,_,O,O,621
of,_,O,O,621
path,_,O,O,621
analyses,_,O,O,621
reveal,_,O,O,621
that,_,O,O,621
the,_,O,O,621
relationship,_,O,O,621
between,_,O,O,621
abusive,_,O,O,621
supervision,_,O,O,621
and,_,O,O,621
team,_,O,O,621
innovation,_,O,O,621
is,_,O,O,621
mediated,_,O,O,621
by,_,O,O,621
team,_,O,O,621
proactive,_,O,B-THE,621
behavior,_,O,I-THE,621
.,_,O,O,621
Furthermore,_,O,O,622
",",_,O,O,622
we,_,O,O,622
found,_,O,O,622
that,_,O,O,622
the,_,O,O,622
relationship,_,O,O,622
between,_,O,O,622
abusive,_,O,O,622
supervision,_,O,O,622
and,_,O,O,622
team,_,O,B-THE,622
proactive,_,O,I-THE,622
behavior,_,O,O,622
is,_,O,O,622
moderated,_,O,O,622
by,_,O,O,622
leader–members,_,O,B-THE,622
interdependence,_,O,I-THE,622
",",_,O,O,622
such,_,O,O,622
that,_,O,O,622
this,_,O,O,622
relationship,_,O,O,622
is,_,O,O,622
stronger,_,O,O,622
when,_,O,O,622
the,_,O,O,622
level,_,O,O,622
of,_,O,O,622
interdependence,_,O,B-THE,622
is,_,O,O,622
high,_,O,O,622
.,_,O,O,622
Taken,_,O,O,623
together,_,O,O,623
",",_,O,O,623
the,_,O,O,623
findings,_,O,O,623
of,_,O,O,623
this,_,O,O,623
study,_,O,O,623
improve,_,O,O,623
the,_,O,O,623
understanding,_,O,O,623
of,_,O,O,623
why,_,O,O,623
and,_,O,O,623
under,_,O,O,623
what,_,O,O,623
circumstances,_,O,O,623
abusive,_,O,B-THE,623
supervision,_,O,I-THE,623
may,_,O,O,623
impair,_,O,O,623
team,_,O,B-THE,623
innovation,_,O,I-THE,623
.,_,O,O,623
©,_,O,O,623
2016,_,O,O,623
",",_,O,O,623
Springer,_,O,O,623
Science,_,O,O,623
=+,_,O,O,623
Business,_,O,O,623
Media,_,O,O,623
Dordrecht,_,O,O,623
.,_,O,O,623
This,_,O,O,624
paper,_,O,O,624
explores,_,O,O,624
the,_,O,O,624
level,_,O,O,624
of,_,O,O,624
corporate,_,O,B-THE,624
social,_,O,I-THE,624
responsibility,_,O,I-THE,624
(,_,O,O,624
CSR,_,O,B-THE,624
),_,O,O,624
contributions,_,O,O,624
disclosed,_,O,O,624
by,_,O,O,624
central,_,O,B-THE,624
public,_,O,I-THE,624
sector,_,O,I-THE,624
enterprises,_,O,I-THE,624
(,_,O,O,624
CPSEs,_,O,I-THE,624
),_,O,O,624
in,_,O,O,624
India,_,O,O,624
.,_,O,O,624
This,_,O,O,625
paper,_,O,O,625
analyses,_,O,O,625
the,_,O,O,625
nature,_,O,O,625
and,_,O,O,625
quality,_,O,O,625
of,_,O,O,625
CSR,_,O,B-THE,625
disclosures,_,O,I-THE,625
(,_,O,O,625
CSRDs,_,O,I-THE,625
),_,O,O,625
made,_,O,O,625
by,_,O,O,625
CPSEs,_,O,O,625
listed,_,O,O,625
in,_,O,O,625
India,_,O,O,625
following,_,O,O,625
the,_,O,O,625
issue,_,O,O,625
of,_,O,O,625
CSR,_,O,O,625
guidelines,_,O,O,625
by,_,O,O,625
the,_,O,O,625
Department,_,O,B-THE,625
of,_,O,I-THE,625
Public,_,O,I-THE,625
Enterprises,_,O,I-THE,625
(,_,O,O,625
DPE,_,O,B-THE,625
),_,O,O,625
for,_,O,O,625
CPSEs,_,O,B-THE,625
in,_,O,O,625
March,_,O,O,625
2010,_,O,O,625
.,_,O,O,625
The,_,O,O,626
purpose,_,O,O,626
of,_,O,O,626
the,_,O,O,626
study,_,O,O,626
is,_,O,O,626
to,_,O,O,626
investigate,_,O,O,626
the,_,O,O,626
impact,_,O,O,626
of,_,O,O,626
CSR,_,O,B-THE,626
guidelines,_,O,I-THE,626
on,_,O,O,626
the,_,O,O,626
reporting,_,O,B-THE,626
practices,_,O,I-THE,626
of,_,O,O,626
the,_,O,O,626
CPSEs,_,O,O,626
.,_,O,O,626
A,_,O,O,627
content,_,O,O,627
analysis,_,O,O,627
of,_,O,O,627
annual,_,O,O,627
reports,_,O,O,627
across,_,O,O,627
seven,_,O,O,627
themes,_,O,O,627
shows,_,O,O,627
that,_,O,O,627
Human,_,O,B-THE,627
Resources,_,O,I-THE,627
(,_,O,O,627
HR,_,O,B-THE,627
),_,O,O,627
and,_,O,O,627
Community,_,O,B-THE,627
Development,_,O,I-THE,627
are,_,O,O,627
the,_,O,O,627
prime,_,O,O,627
focus,_,O,O,627
areas,_,O,O,627
of,_,O,O,627
CSR,_,O,B-THE,627
disclosures,_,O,I-THE,627
",",_,O,O,627
whereas,_,O,O,627
Carbon,_,O,B-THE,627
and,_,O,I-THE,627
Greenhouse,_,O,I-THE,627
Gas,_,O,I-THE,627
(,_,O,O,627
GHG,_,O,I-THE,627
),_,O,O,627
emissions,_,O,I-THE,627
are,_,O,O,627
the,_,O,O,627
least,_,O,O,627
reported,_,O,O,627
activity,_,O,O,627
.,_,O,O,627
The,_,O,O,628
disclosures,_,O,O,628
across,_,O,O,628
all,_,O,O,628
CSR,_,O,O,628
themes,_,O,O,628
are,_,O,O,628
primarily,_,O,O,628
narrative,_,O,B-THE,628
rather,_,O,O,628
than,_,O,O,628
quantitative,_,O,B-THE,628
or,_,O,O,628
in,_,O,O,628
monetary,_,O,B-THE,628
terms,_,O,I-THE,628
.,_,O,O,628
The,_,O,O,629
findings,_,O,O,629
of,_,O,O,629
the,_,O,O,629
study,_,O,O,629
may,_,O,O,629
help,_,O,O,629
policy,_,O,B-THE,629
makers,_,O,I-THE,629
in,_,O,O,629
India,_,O,O,629
to,_,O,O,629
assess,_,O,O,629
practices,_,O,O,629
and,_,O,O,629
devise,_,O,O,629
detailed,_,O,O,629
and,_,O,O,629
specific,_,O,O,629
CSRD,_,O,B-THE,629
requirements,_,O,I-THE,629
",",_,O,O,629
rather,_,O,O,629
than,_,O,O,629
the,_,O,O,629
current,_,O,O,629
general,_,O,O,629
mandatory,_,O,O,629
requirements,_,O,O,629
",",_,O,O,629
to,_,O,O,629
enhance,_,O,O,629
the,_,O,O,629
performance,_,O,B-THE,629
and,_,O,I-THE,629
quality,_,O,I-THE,629
of,_,O,O,629
CSRDs,_,O,B-THE,629
by,_,O,O,629
the,_,O,O,629
CPSEs,_,O,B-THE,629
.,_,O,O,629
©,_,O,O,629
2016,_,O,O,629
",",_,O,O,629
Springer,_,O,O,629
Science,_,O,O,629
=+,_,O,O,629
Business,_,O,O,629
Media,_,O,O,629
Dordrecht,_,O,O,629
.,_,O,O,629
This,_,O,O,630
paper,_,O,O,630
investigates,_,O,O,630
the,_,O,O,630
integrity,_,O,B-THE,630
of,_,O,I-THE,630
financial,_,O,I-THE,630
analysts,_,O,I-THE,630
by,_,O,O,630
examining,_,O,O,630
their,_,O,O,630
recommendation,_,O,B-THE,630
responses,_,O,I-THE,630
to,_,O,O,630
large,_,O,O,630
quarterly,_,O,O,630
earnings,_,O,O,630
surprises,_,O,O,630
.,_,O,O,630
Although,_,O,O,631
there,_,O,O,631
is,_,O,O,631
no,_,O,O,631
significant,_,O,O,631
difference,_,O,O,631
in,_,O,O,631
recommendation,_,O,B-THE,631
changes,_,O,O,631
between,_,O,O,631
affiliated,_,O,O,631
and,_,O,O,631
unaffiliated,_,O,O,631
analysts,_,O,O,631
in,_,O,O,631
response,_,O,O,631
to,_,O,O,631
positive,_,O,B-THE,631
earnings,_,O,I-THE,631
surprises,_,O,I-THE,631
",",_,O,O,631
affiliated,_,O,O,631
analysts,_,O,O,631
are,_,O,O,631
more,_,O,O,631
reluctant,_,O,O,631
than,_,O,O,631
unaffiliated,_,O,O,631
analysts,_,O,O,631
to,_,O,O,631
downgrade,_,O,O,631
stock,_,O,O,631
recommendations,_,O,O,631
in,_,O,O,631
response,_,O,O,631
to,_,O,O,631
negative,_,O,B-THE,631
earnings,_,O,I-THE,631
surprises,_,O,I-THE,631
.,_,O,O,631
The,_,O,O,632
evidence,_,O,O,632
implies,_,O,O,632
that,_,O,O,632
conflicts,_,O,B-THE,632
of,_,O,I-THE,632
interest,_,O,I-THE,632
undermine,_,O,O,632
the,_,O,O,632
integrity,_,O,B-THE,632
of,_,O,I-THE,632
financial,_,O,I-THE,632
analysts,_,O,I-THE,632
.,_,O,O,632
We,_,O,O,633
further,_,O,O,633
examine,_,O,O,633
the,_,O,O,633
effects,_,O,O,633
of,_,O,O,633
reputation,_,O,B-THE,633
concern,_,O,I-THE,633
and,_,O,O,633
the,_,O,O,633
Global,_,O,B-THE,633
Research,_,O,I-THE,633
Analyst,_,O,I-THE,633
Settlement,_,O,I-THE,633
as,_,O,O,633
informal,_,O,O,633
and,_,O,O,633
formal,_,O,O,633
mechanisms,_,O,O,633
",",_,O,O,633
on,_,O,O,633
restoring,_,O,O,633
analysts,_,O,O,633
’,_,O,O,633
integrity,_,O,B-THE,633
.,_,O,O,633
The,_,O,O,634
results,_,O,O,634
show,_,O,O,634
that,_,O,O,634
the,_,O,O,634
positive,_,O,O,634
bias,_,O,O,634
in,_,O,O,634
recommendations,_,O,B-THE,634
remains,_,O,O,634
prevalent,_,O,O,634
for,_,O,O,634
affiliated,_,O,O,634
analysts,_,O,O,634
from,_,O,O,634
reputable,_,O,B-THE,634
investment,_,O,I-THE,634
banks,_,O,I-THE,634
and,_,O,O,634
for,_,O,O,634
the,_,O,O,634
postreform,_,O,B-THE,634
period,_,O,I-THE,634
.,_,O,O,634
Finally,_,O,O,635
",",_,O,O,635
evidence,_,O,O,635
from,_,O,O,635
market,_,O,B-THE,635
reactions,_,O,I-THE,635
suggests,_,O,O,635
that,_,O,O,635
investors,_,O,O,635
fail,_,O,O,635
to,_,O,O,635
notice,_,O,O,635
that,_,O,O,635
analysts,_,O,B-THE,635
’,_,O,I-THE,635
integrity,_,O,I-THE,635
is,_,O,O,635
compromised,_,O,O,635
by,_,O,O,635
conflicts,_,O,O,635
of,_,O,O,635
interest,_,O,O,635
and,_,O,O,635
are,_,O,O,635
misled,_,O,O,635
by,_,O,O,635
affiliated,_,O,B-THE,635
analysts,_,O,I-THE,635
.,_,O,O,635
©,_,O,O,635
2016,_,O,O,635
",",_,O,O,635
Springer,_,O,O,635
Science,_,O,O,635
=+,_,O,O,635
Business,_,O,O,635
Media,_,O,O,635
Dordrecht,_,O,O,635
.,_,O,O,635
Drawing,_,O,O,636
upon,_,O,O,636
rational,_,O,O,636
choice,_,O,O,636
and,_,O,O,636
investor,_,O,B-THE,636
attention,_,O,I-THE,636
theories,_,O,I-THE,636
",",_,O,O,636
we,_,O,O,636
examine,_,O,O,636
how,_,O,O,636
accusations,_,O,O,636
of,_,O,O,636
corporate,_,O,B-THE,636
bribery,_,O,I-THE,636
and,_,O,O,636
subsequent,_,O,B-THE,636
investigations,_,O,I-THE,636
shape,_,O,O,636
market,_,O,B-THE,636
reactions,_,O,I-THE,636
.,_,O,O,636
Using,_,O,O,637
event,_,O,B-THE,637
study,_,O,I-THE,637
methodology,_,O,I-THE,637
to,_,O,O,637
measure,_,O,O,637
loss,_,O,O,637
in,_,O,O,637
firm,_,O,O,637
value,_,O,O,637
for,_,O,O,637
public,_,O,O,637
firms,_,O,O,637
facing,_,O,O,637
bribery,_,O,O,637
investigations,_,O,O,637
from,_,O,O,637
1978,_,O,O,637
to,_,O,O,637
2010,_,O,O,637
",",_,O,O,637
we,_,O,O,637
found,_,O,O,637
that,_,O,O,637
total,_,O,O,637
market,_,O,O,637
penalties,_,O,O,637
amounted,_,O,O,637
to,_,O,O,637
$60.61,_,O,O,637
billion,_,O,O,637
.,_,O,O,637
We,_,O,O,638
ran,_,O,O,638
moderated,_,O,O,638
multiple,_,O,B-THE,638
regression,_,O,I-THE,638
analysis,_,O,I-THE,638
to,_,O,O,638
examine,_,O,O,638
further,_,O,O,638
the,_,O,O,638
degree,_,O,O,638
to,_,O,O,638
which,_,O,O,638
the,_,O,O,638
unique,_,O,O,638
characteristics,_,O,O,638
of,_,O,O,638
bribery,_,O,O,638
explain,_,O,O,638
variations,_,O,B-THE,638
in,_,O,I-THE,638
market,_,O,I-THE,638
penalties,_,O,I-THE,638
.,_,O,O,638
Companies,_,O,O,639
committing,_,O,O,639
bribery,_,O,O,639
in,_,O,O,639
less,_,O,O,639
corrupt,_,O,O,639
host,_,O,O,639
countries,_,O,O,639
and,_,O,O,639
with,_,O,O,639
the,_,O,O,639
involvement,_,O,O,639
of,_,O,O,639
compromised,_,O,O,639
executives,_,O,O,639
experienced,_,O,O,639
greater,_,O,O,639
market,_,O,B-THE,639
penalties,_,O,I-THE,639
than,_,O,O,639
did,_,O,O,639
other,_,O,O,639
companies,_,O,O,639
.,_,O,O,639
After,_,O,O,640
partitioning,_,O,O,640
share,_,O,O,640
value,_,O,O,640
losses,_,O,O,640
into,_,O,O,640
components,_,O,O,640
for,_,O,O,640
regulatory,_,O,B-THE,640
penalties,_,O,I-THE,640
",",_,O,O,640
class,_,O,O,640
action,_,O,O,640
settlements,_,O,O,640
",",_,O,O,640
and,_,O,O,640
loss,_,O,O,640
to,_,O,O,640
reputation,_,O,B-THE,640
",",_,O,O,640
we,_,O,O,640
found,_,O,O,640
that,_,O,O,640
reputational,_,O,O,640
penalties,_,O,O,640
account,_,O,O,640
for,_,O,O,640
81.8¢,_,O,O,640
of,_,O,O,640
every,_,O,O,640
dollar,_,O,O,640
of,_,O,O,640
share,_,O,O,640
value,_,O,O,640
loss,_,O,O,640
.,_,O,O,640
Omission,_,O,O,641
of,_,O,O,641
reputational,_,O,B-THE,641
penalties,_,O,I-THE,641
in,_,O,O,641
rational,_,O,O,641
choice,_,O,O,641
calculus,_,O,O,641
underestimates,_,O,O,641
bribery,_,O,O,641
costs,_,O,O,641
by,_,O,O,641
4.5,_,O,O,641
times,_,O,O,641
.,_,O,O,641
The,_,O,O,642
results,_,O,O,642
suggest,_,O,O,642
that,_,O,O,642
firms,_,O,O,642
should,_,O,O,642
not,_,O,O,642
underestimate,_,O,O,642
the,_,O,O,642
importance,_,O,O,642
of,_,O,O,642
market-imposed,_,O,B-THE,642
reputational,_,O,I-THE,642
penalties,_,O,I-THE,642
by,_,O,O,642
merely,_,O,O,642
considering,_,O,O,642
regulator-imposed,_,O,B-THE,642
fines,_,O,I-THE,642
and,_,O,O,642
sanctions,_,O,I-THE,642
.,_,O,O,642
©,_,O,O,642
2016,_,O,O,642
",",_,O,O,642
Springer,_,O,O,642
Science,_,O,O,642
=+,_,O,O,642
Business,_,O,O,642
Media,_,O,O,642
Dordrecht,_,O,O,642
.,_,O,O,642
Over,_,O,O,643
the,_,O,O,643
last,_,O,O,643
25,_,O,O,643
years,_,O,O,643
",",_,O,O,643
there,_,O,O,643
has,_,O,O,643
been,_,O,O,643
an,_,O,O,643
increasing,_,O,O,643
fascination,_,O,O,643
with,_,O,O,643
the,_,O,O,643
“,_,O,B-THE,643
dark,_,O,I-THE,643
”,_,O,I-THE,643
side,_,O,O,643
of,_,O,O,643
leadership,_,O,B-THE,643
.,_,O,O,643
The,_,O,O,644
term,_,O,O,644
“,_,O,B-THE,644
destructive,_,O,I-THE,644
leadership,_,O,I-THE,644
”,_,O,I-THE,644
has,_,O,O,644
been,_,O,O,644
used,_,O,O,644
as,_,O,O,644
an,_,O,O,644
overarching,_,O,O,644
expression,_,O,O,644
